rank,rating_rank,num_rating_rank,author,title,pub_year,orig_lang,gr_avg_rating,gr_num_ratings,gr_num_reviews,oclc_marc_url,wiki_url,gr_url,pg_eng_url,pg_orig_url
314,189,365,James Baldwin,Go Tell It on the Mountain,1953,English,4.04,"67,966","4,942",https://www.worldcat.org/oclc/33262717,https://en.wikipedia.org/wiki/Go_Tell_It_on_the_Mountain_(novel),https://www.goodreads.com/book/show/17143.Go_Tell_It_on_the_Mountain?ref=nav_sb_ss_1_26,NA_not-pub-domain,NA
315,325,297,John Grisham,The Testament,1999,English,3.9,"118,653","3,738",https://www.worldcat.org/oclc/40173200,https://en.wikipedia.org/wiki/The_Testament_(Grisham_novel),https://www.goodreads.com/book/show/5348.The_Testament?ref=nav_sb_ss_2_13,NA_not-pub-domain,NA
316,152,214,Jean M. Auel,The Clan of the Cave Bear,1980,English,4.09,"266,166","8,012",https://www.worldcat.org/oclc/6277166,https://en.wikipedia.org/wiki/The_Clan_of_the_Cave_Bear,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear?ref=nav_sb_ss_1_25,NA_not-pub-domain,NA
317,370,404,Elizabeth Cleghorn Gaskell,Cranford,1853,English,3.84,"43,847","3,312",https://www.worldcat.org/oclc/62302587,https://en.wikipedia.org/wiki/Cranford_(novel),https://www.goodreads.com/book/show/182381.Cranford?ref=nav_sb_ss_1_8,https://www.gutenberg.org/cache/epub/394/pg394.txt,NA
318,153,220,Kate DiCamillo,Because of Winn-Dixie,2000,English,4.09,"255,830","11,242",https://www.worldcat.org/oclc/41601218,https://en.wikipedia.org/wiki/Because_of_Winn-Dixie,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie?ref=nav_sb_ss_1_21,NA_not-pub-domain,NA
319,154,352,Jean Craighead George,My Side of the Mountain,1959,English,4.09,"77,035","4,431",https://www.worldcat.org/oclc/276356,https://en.wikipedia.org/wiki/My_Side_of_the_Mountain,https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain?ref=nav_sb_ss_1_23,NA_not-pub-domain,NA
320,209,195,John Grisham,The Runaway Jury,1996,English,4.02,"303,076","2,702",https://www.worldcat.org/oclc/34208175,https://en.wikipedia.org/wiki/The_Runaway_Jury,https://www.goodreads.com/book/show/24192.The_Runaway_Jury?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
321,270,344,Beverly Cleary,The Mouse and the Motorcycle,1965,English,3.96,"85,460","2,575",https://www.worldcat.org/oclc/299528,https://en.wikipedia.org/wiki/The_Mouse_and_the_Motorcycle,https://www.goodreads.com/book/show/232109.The_Mouse_and_the_Motorcycle?ref=nav_sb_ss_1_28,NA_not-pub-domain,NA
322,424,129,Dan Brown,The Lost Symbol,2009,English,3.75,"607,162","29,582",https://www.worldcat.org/oclc/399843314,https://en.wikipedia.org/wiki/The_Lost_Symbol,https://www.goodreads.com/book/show/6411961-the-lost-symbol?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
323,83,464,John Galsworthy,The Forsyte Saga,1922,English,4.18,"19,963",994,https://www.worldcat.org/oclc/50513199,https://en.wikipedia.org/wiki/The_Forsyte_Saga,https://www.goodreads.com/book/show/103159.The_Forsyte_Saga?ref=nav_sb_ss_1_16,https://www.gutenberg.org/cache/epub/2559/pg2559.txt ; https://www.gutenberg.org/cache/epub/2594/pg2594.txt ; https://www.gutenberg.org/cache/epub/2596/pg2596.txt,NA
324,120,23,Gillian Flynn,Gone Girl,2012,English,4.13,"3,072,358","153,867",https://www.worldcat.org/oclc/753624684,https://en.wikipedia.org/wiki/Gone_Girl_(novel),https://www.goodreads.com/book/show/19288043-gone-girl?ref=nav_sb_ss_1_9,NA_not-pub-domain,NA
325,32,25,Rick Riordan,The Lightning Thief,2005,English,4.31,"2,983,515","101,619",https://www.worldcat.org/oclc/60786141,https://en.wikipedia.org/wiki/The_Lightning_Thief,https://www.goodreads.com/book/show/28187.The_Lightning_Thief?ref=nav_sb_ss_1_19,NA_not-pub-domain,NA
326,478,496,Edward Bulwer Lytton,The Last Days of Pompeii,1834,English,3.58,"2,331",218,https://www.worldcat.org/title/last-days-of-pompeii/oclc/950524811?referer=di&ht=edition,https://en.wikipedia.org/wiki/The_Last_Days_of_Pompeii,https://www.goodreads.com/book/show/888.The_Last_Days_of_Pompeii?ref=nav_sb_ss_1_24,https://www.gutenberg.org/cache/epub/1565/pg1565.txt,NA
327,409,235,Bernhard Schlink,The Reader,1995,German,3.78,"209,610","12,796",https://www.worldcat.org/oclc/39760714,https://en.wikipedia.org/wiki/The_Reader,https://www.goodreads.com/book/show/101299.The_Reader?ref=nav_sb_ss_1_10,NA_not-pub-domain,unavailable
328,210,391,Carol Ryrie Brink,Caddie Woodlawn,1935,English,4.02,"51,949","1,786",https://www.worldcat.org/oclc/830277,https://en.wikipedia.org/wiki/Caddie_Woodlawn,https://www.goodreads.com/book/show/205821.Caddie_Woodlawn?ref=nav_sb_noss_l_15,NA_not-pub-domain,NA
329,167,241,Kate DiCamillo,The Tale of Despereaux,2003,English,4.07,"198,186","12,171",https://www.worldcat.org/oclc/50693525,https://en.wikipedia.org/wiki/The_Tale_of_Despereaux,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux?ref=nav_sb_ss_1_22,NA_not-pub-domain,NA
330,54,110,Stieg Larsson,The Girl Who Kicked the Hornet's Nest,2007,Swedish,4.24,"732,839","31,302",https://www.worldcat.org/oclc/436030020,https://en.wikipedia.org/wiki/The_Girl_Who_Kicked_the_Hornets%27_Nest,https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest?ref=nav_sb_ss_1_37,NA_not-pub-domain,unavailable
331,410,407,Beverly Cleary,Dear Mr. Henshaw,1983,English,3.78,"40,597","1,967",https://www.worldcat.org/oclc/9371228,https://en.wikipedia.org/wiki/Dear_Mr._Henshaw,https://www.goodreads.com/book/show/105999.Dear_Mr_Henshaw?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
332,27,342,Michael Shaara,The Killer Angels,1974,English,4.33,"85,836","5,524",https://www.worldcat.org/oclc/1001080,https://en.wikipedia.org/wiki/The_Killer_Angels,https://www.goodreads.com/book/show/682804.The_Killer_Angels?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
333,259,245,Gabriel García Márquez,Chronicle of a Death Foretold,1981,Spanish,3.97,"191,299","11,131",https://www.worldcat.org/oclc/9111586,https://en.wikipedia.org/wiki/Chronicle_of_a_Death_Foretold,https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold?ref=nav_sb_ss_1_29,NA_not-pub-domain,unavailable
334,240,112,Mitch Albom,The Five People You Meet In Heaven,2003,English,3.99,"717,021","28,217",https://www.worldcat.org/oclc/51969214,https://en.wikipedia.org/wiki/The_Five_People_You_Meet_in_Heaven,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven?ref=nav_sb_ss_1_34,NA_not-pub-domain,NA
335,38,175,Mikhail Bulgakov,The Master and Margarita,1967,Russian,4.29,"350,042","20,451",https://www.worldcat.org/oclc/24503392,https://en.wikipedia.org/wiki/The_Master_and_Margarita,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita?ref=nav_sb_ss_1_24,NA_not-pub-domain,unavailable
336,371,426,Sherwood Anderson,"Winesburg, Ohio",1919,English,3.84,"34,596","2,857",https://www.worldcat.org/oclc/27145788,"https://en.wikipedia.org/wiki/Winesburg,_Ohio",https://www.goodreads.com/book/show/80176.Winesburg_Ohio?ref=nav_sb_ss_1_15,https://www.gutenberg.org/cache/epub/416/pg416.txt,NA
337,336,444,Sue Grafton,"""P"" Is for Peril",2001,English,3.88,"27,820","1,153",https://www.worldcat.org/oclc/45207913,https://en.wikipedia.org/wiki/%22P%22_Is_for_Peril,https://www.goodreads.com/book/show/380976.P_is_for_Peril?from_search=true&from_srp=true&qid=qUZs8qPcFu&rank=1,NA_not-pub-domain,NA
338,138,70,Jodi Picoult,My Sister's Keeper,2004,English,4.1,"1,214,523","37,356",https://www.worldcat.org/oclc/54811160,https://en.wikipedia.org/wiki/My_Sister%27s_Keeper_(novel),https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
339,385,482,Charles Dickens,Barnaby Rudge,1841,English,3.82,"10,737",779,https://www.worldcat.org/oclc/62275606,https://en.wikipedia.org/wiki/Barnaby_Rudge,https://www.goodreads.com/book/show/11026.Barnaby_Rudge?ref=nav_sb_ss_1_13,https://www.gutenberg.org/cache/epub/917/pg917.txt,NA
340,271,336,E.M. Forster,Howards End,1910,English,3.96,"89,233","4,288",https://www.worldcat.org/oclc/24065524,https://en.wikipedia.org/wiki/Howards_End,https://www.goodreads.com/book/show/38374795-howards-end?ref=nav_sb_ss_1_11,https://www.gutenberg.org/cache/epub/2946/pg2946.txt,NA
341,379,327,John Grisham,The Broker,2005,English,3.83,"95,978","3,588",https://www.worldcat.org/oclc/57236073,https://en.wikipedia.org/wiki/The_Broker,https://www.goodreads.com/book/show/1110.The_Broker?ref=nav_sb_ss_1_10,NA_not-pub-domain,NA
342,175,334,David Baldacci,The Camel Club,2005,English,4.06,"91,920","3,350",https://www.worldcat.org/oclc/60557367,https://en.wikipedia.org/wiki/The_Camel_Club_(novel),https://www.goodreads.com/book/show/15158.The_Camel_Club?from_search=true&from_srp=true&qid=sa1jkfkWRo&rank=1,NA_not-pub-domain,NA
343,439,463,D.H. Lawrence,The Rainbow,1915,English,3.7,"20,561",997,https://www.worldcat.org/oclc/423059974,https://en.wikipedia.org/wiki/The_Rainbow,https://www.goodreads.com/book/show/31491.The_Rainbow?ref=nav_sb_ss_3_11#CommunityReviews,https://www.gutenberg.org/cache/epub/28948/pg28948.txt,NA
344,241,367,Alexandre Dumas,The Man In the Iron Mask,1850,French,3.99,"65,587","1,082",https://www.worldcat.org/oclc/338988,https://en.wikipedia.org/wiki/The_Vicomte_of_Bragelonne:_Ten_Years_Later#Part_Three:_The_Man_in_the_Iron_Mask_(Chapters_181%E2%80%93269),https://www.goodreads.com/book/show/54499.The_Man_in_the_Iron_Mask?ref=nav_sb_ss_1_24,https://www.gutenberg.org/cache/epub/2759/pg2759.txt,https://www.gutenberg.org/cache/epub/13949/pg13949.txt
345,219,283,P.L. Travers,Mary Poppins,1934,English,4.01,"133,037","6,854",https://www.worldcat.org/oclc/37979634,https://en.wikipedia.org/wiki/Mary_Poppins_(book_series),https://www.goodreads.com/book/show/152380.Mary_Poppins?ref=nav_sb_ss_1_12,NA_not-pub-domain,NA
346,354,136,Eoin Colfer,Artemis Fowl,2001,English,3.86,"545,619","13,676",https://www.worldcat.org/oclc/45963150,https://en.wikipedia.org/wiki/Artemis_Fowl_(novel),https://www.goodreads.com/book/show/249747.Artemis_Fowl?ref=nav_sb_ss_1_12,NA_not-pub-domain,NA
347,190,131,Nicholas Sparks,Dear John,2007,English,4.04,"597,236","12,735",https://www.worldcat.org/oclc/70167742,https://en.wikipedia.org/wiki/Dear_John_(novel),https://www.goodreads.com/book/show/5526.Dear_John?ref=nav_sb_ss_1_9,NA_not-pub-domain,NA
348,337,225,Charles Frazier,Cold Mountain,1997,English,3.88,"242,352","6,534",https://www.worldcat.org/oclc/36352242,https://en.wikipedia.org/wiki/Cold_Mountain_(novel),https://www.goodreads.com/book/show/10920.Cold_Mountain?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
349,65,121,Daniel Keyes,Flowers for Algernon,1966,English,4.21,"666,428","32,848",https://www.worldcat.org/oclc/232370,https://en.wikipedia.org/wiki/Flowers_for_Algernon,https://www.goodreads.com/book/show/18373.Flowers_for_Algernon?ref=nav_sb_ss_1_20,NA_not-pub-domain,NA
350,191,381,Susan Cooper,The Dark Is Rising,1973,English,4.04,"57,159","3,141",https://www.worldcat.org/oclc/673009,https://en.wikipedia.org/wiki/The_Dark_Is_Rising,https://www.goodreads.com/book/show/210329.The_Dark_Is_Rising?ref=nav_sb_ss_2_18,NA_not-pub-domain,NA
351,92,453,Leo Tolstoy,Resurrection,1899,Russian,4.16,"24,249","1,824",https://www.worldcat.org/oclc/9378919,https://en.wikipedia.org/wiki/Resurrection_(Tolstoy_novel),https://www.goodreads.com/book/show/42641.Resurrection?ref=nav_sb_ss_4_12,https://www.gutenberg.org/cache/epub/1938/pg1938.txt,unavailable
352,183,330,Janet Evanovich,Fearless Fourteen,2008,English,4.05,"94,410","3,721",https://www.worldcat.org/oclc/222722965,https://en.wikipedia.org/wiki/Fearless_Fourteen,https://www.goodreads.com/book/show/2292384.Fearless_Fourteen?ref=nav_sb_ss_1_17#CommunityReviews,NA_not-pub-domain,NA
353,497,492,Laurence Sterne,A Sentimental Journey Through France and Italy,1768,English,3.32,"5,996",377,https://www.worldcat.org/oclc/47776393,https://en.wikipedia.org/wiki/A_Sentimental_Journey_Through_France_and_Italy,https://www.goodreads.com/book/show/1190227.A_Sentimental_Journey_through_France_and_Italy?ref=nav_sb_ss_1_46,https://www.gutenberg.org/cache/epub/804/pg804.txt,NA
354,432,343,John Grisham,The King of Torts,2003,English,3.72,"85,763","2,673",https://www.worldcat.org/oclc/179806700,https://en.wikipedia.org/wiki/The_King_of_Torts,https://www.goodreads.com/book/show/5356.The_King_of_Torts?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
355,93,139,Neil Gaiman,The Graveyard Book,2008,English,4.16,"536,316","39,825",https://www.worldcat.org/oclc/179806700,https://en.wikipedia.org/wiki/The_Graveyard_Book,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
356,260,372,Graham Greene,The Quiet American,1955,English,3.97,"62,912","4,285",https://www.worldcat.org/oclc/365697,https://en.wikipedia.org/wiki/The_Quiet_American,https://www.goodreads.com/book/show/3698.The_Quiet_American?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
357,372,275,John Grisham,The Chamber,1994,English,3.84,"139,782","2,130",https://www.worldcat.org/oclc/30075172,https://en.wikipedia.org/wiki/The_Chamber_(novel),https://www.goodreads.com/book/show/5355.The_Chamber?ref=nav_sb_ss_3_11,NA_not-pub-domain,NA
358,348,284,Michael Ondaatje,The English Patient,1992,English,3.87,"131,600","5,963",https://www.worldcat.org/oclc/25675955,https://en.wikipedia.org/wiki/The_English_Patient,https://www.goodreads.com/book/show/11713.The_English_Patient?ref=nav_sb_ss_1_19,NA_not-pub-domain,NA
359,355,249,David Guterson,Snow Falling on Cedars,1994,English,3.86,"186,517","5,858",https://www.worldcat.org/oclc/32167372,https://en.wikipedia.org/wiki/Snow_Falling_on_Cedars,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars?ref=nav_sb_ss_1_22,NA_not-pub-domain,NA
360,86,339,Laura Ingalls Wilder,The Long Winter,1940,English,4.17,"87,422","2,499",https://www.worldcat.org/oclc/302791,https://en.wikipedia.org/wiki/The_Long_Winter_(novel),https://www.goodreads.com/book/show/8282.The_Long_Winter?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
361,380,341,Patricia MacLachlan,"Sarah, Plain and Tall",1985,English,3.83,"85,857","3,341",https://www.worldcat.org/oclc/11372082,"https://en.wikipedia.org/wiki/Sarah,_Plain_and_Tall",https://www.goodreads.com/book/show/106264.Sarah_Plain_and_Tall?ref=nav_sb_ss_1_21,NA_not-pub-domain,NA
362,338,406,James Patterson,Cross Country,2008,English,3.88,"41,427","2,257",https://www.worldcat.org/oclc/225870340,https://en.wikipedia.org/wiki/Cross_Country_(novel),https://www.goodreads.com/book/show/1713912.Cross_Country?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
363,160,307,John Le Carré,The Spy Who Came In from the Cold,1963,English,4.08,"109,258","6,658",https://www.worldcat.org/oclc/367847,https://en.wikipedia.org/wiki/The_Spy_Who_Came_in_from_the_Cold,https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold?ref=nav_sb_ss_1_33,NA_not-pub-domain,NA
364,13,33,George R.R. Martin,A Game of Thrones,1996,English,4.44,"2,477,572","63,237",https://www.worldcat.org/oclc/33360758,https://en.wikipedia.org/wiki/A_Game_of_Thrones,https://www.goodreads.com/book/show/13496.A_Game_of_Thrones?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
365,55,176,Colleen McCullough,The Thorn Birds,1977,English,4.24,"349,139","7,878",https://www.worldcat.org/oclc/2886288,https://en.wikipedia.org/wiki/The_Thorn_Birds,https://www.goodreads.com/book/show/3412.The_Thorn_Birds?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
366,139,321,Fred Gipson,Old Yeller,1956,English,4.1,"97,785","2,731",https://www.worldcat.org/oclc/284789,https://en.wikipedia.org/wiki/Old_Yeller,https://www.goodreads.com/book/show/130580.Old_Yeller?ref=nav_sb_ss_1_10,NA_not-pub-domain,NA
367,140,360,Beverly Cleary,"Ramona Quimby, Age 8",1981,English,4.1,"71,796","1,819",https://www.worldcat.org/oclc/7639046,"https://en.wikipedia.org/wiki/Ramona_Quimby,_Age_8",https://www.goodreads.com/book/show/91253.Ramona_Quimby_Age_8?ref=nav_sb_ss_1_20,NA_not-pub-domain,NA
368,440,383,Thomas Mann,Death In Venice,1912,German,3.7,"55,994","3,884",https://www.worldcat.org/oclc/53099089,https://en.wikipedia.org/wiki/Death_in_Venice,https://www.goodreads.com/book/show/53061.Death_in_Venice?ref=nav_sb_ss_1_15,https://www.gutenberg.org/cache/epub/66073/pg66073.txt,https://www.gutenberg.org/cache/epub/12108/pg12108.txt
369,87,350,Laura Ingalls Wilder,By the Shores of Silver Lake,1939,English,4.17,"77,707","1,717",https://www.worldcat.org/oclc/224698,https://en.wikipedia.org/wiki/By_the_Shores_of_Silver_Lake,https://www.goodreads.com/book/show/8248.By_the_Shores_of_Silver_Lake?ref=nav_sb_ss_1_28,NA_not-pub-domain,NA
370,339,135,Dan Brown,Inferno,2013,English,3.88,"548,626","39,276",https://www.worldcat.org/oclc/824345998,https://en.wikipedia.org/wiki/Inferno_(Brown_novel),https://www.goodreads.com/book/show/17212231-inferno?ref=nav_sb_ss_1_7,NA_not-pub-domain,NA
371,25,267,Thomas Keneally,Schindler's List,1993,English,4.34,"159,999","2,935",https://www.worldcat.org/oclc/8627158,https://en.wikipedia.org/wiki/Schindler%27s_List,https://www.goodreads.com/book/show/375013.Schindler_s_List?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
372,356,221,Richard Bach,Jonathan Livingston Seagull,1970,English,3.86,"250,571","10,909",https://www.worldcat.org/oclc/90736,https://en.wikipedia.org/wiki/Jonathan_Livingston_Seagull,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull?ref=nav_sb_ss_1_27,NA_not-pub-domain,NA
373,20,107,Stephen King,The Stand,1978,English,4.35,"756,854","29,312",https://www.worldcat.org/oclc/20490025,https://en.wikipedia.org/wiki/The_Stand,https://www.goodreads.com/book/show/87591651-the-stand?ref=nav_sb_ss_1_9,NA_not-pub-domain,NA
374,294,319,John Grisham,The Last Juror,2004,English,3.94,"99,275","2,943",https://www.worldcat.org/oclc/53989269,https://en.wikipedia.org/wiki/The_Last_Juror,https://www.goodreads.com/book/show/5346.The_Last_Juror?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
375,272,345,Phyllis Reynolds Naylor,Shiloh,1991,English,3.96,"85,442","2,854",https://www.worldcat.org/oclc/21441925,https://en.wikipedia.org/wiki/Shiloh_(Naylor_novel),https://www.goodreads.com/book/show/207153.Shiloh?ref=nav_sb_ss_1_6,NA_not-pub-domain,NA
376,306,109,Tracy Chevalier,Girl With a Pearl Earring,1999,English,3.92,"734,415","12,431",https://www.worldcat.org/oclc/41431706,https://en.wikipedia.org/wiki/Girl_with_a_Pearl_Earring_(novel),https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring?ref=nav_sb_ss_1_25,NA_not-pub-domain,NA
377,45,210,Agatha Christie,The Murder of Roger Ackroyd,1926,English,4.27,"271,014","22,125",https://www.worldcat.org/oclc/68416935,https://en.wikipedia.org/wiki/The_Murder_of_Roger_Ackroyd,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd?ref=nav_sb_ss_1_27,https://www.gutenberg.org/cache/epub/69087/pg69087.txt,NA
378,56,78,Stephen King,It,1986,English,4.24,"1,103,157","35,659",https://www.worldcat.org/oclc/13497048,https://en.wikipedia.org/wiki/It_(novel),https://www.goodreads.com/book/show/830502.It?from_search=true&from_srp=true&qid=J6v283vVaU&rank=3,NA_not-pub-domain,NA
379,230,243,John Grisham,The Rainmaker,1995,English,4,"195,819","2,633",https://www.worldcat.org/oclc/31969873,https://en.wikipedia.org/wiki/The_Rainmaker_(novel),https://www.goodreads.com/book/show/5349.The_Rainmaker?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
380,155,108,Barbara Kingsolver,The Poisonwood Bible,1998,English,4.09,"741,144","27,382",https://www.worldcat.org/oclc/38916924,https://en.wikipedia.org/wiki/The_Poisonwood_Bible,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible?ref=nav_sb_ss_1_20,NA_not-pub-domain,NA
381,299,313,Lynne Reid Banks,The Indian in the Cupboard,1980,English,3.93,"105,462","2,700",https://www.worldcat.org/oclc/6737212,https://en.wikipedia.org/wiki/The_Indian_in_the_Cupboard,https://www.goodreads.com/book/show/125404.The_Indian_in_the_Cupboard?ref=nav_sb_ss_1_26,NA_not-pub-domain,NA
382,340,311,Dashiell Hammett,The Maltese Falcon,1930,English,3.88,"106,465","6,509",https://www.worldcat.org/oclc/26877997,https://en.wikipedia.org/wiki/The_Maltese_Falcon_(novel),https://www.goodreads.com/book/show/29999.The_Maltese_Falcon?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
383,426,467,Anthony Trollope,The Warden,1855,English,3.74,"16,922","1,895",https://www.worldcat.org/oclc/24065289,https://en.wikipedia.org/wiki/The_Warden,https://www.goodreads.com/book/show/267123.The_Warden?ref=nav_sb_ss_1_10,https://www.gutenberg.org/cache/epub/619/pg619.txt,NA
384,433,349,John Grisham,The Summons,2002,English,3.72,"77,756","2,620",https://www.worldcat.org/oclc/48258563,https://en.wikipedia.org/wiki/The_Summons_(Grisham_novel),https://www.goodreads.com/book/show/5352.The_Summons?ref=nav_sb_ss_1_11,NA_not-pub-domain,NA
385,184,411,Donald J. Sobol,Encyclopedia Brown: Boy Detective,1963,English,4.05,"39,548",875,https://www.worldcat.org/oclc/8989538,https://en.wikipedia.org/wiki/Encyclopedia_Brown,https://www.goodreads.com/book/show/789344.Encyclopedia_Brown_Boy_Detective?ref=nav_sb_ss_1_33,NA_not-pub-domain,NA
386,242,47,Audrey Niffenegger,The Time Traveler's Wife,2003,English,3.99,"1,780,483","53,343",https://www.worldcat.org/oclc/54487508,https://en.wikipedia.org/wiki/The_Time_Traveler%27s_Wife,https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife?ref=nav_sb_ss_1_24,NA_not-pub-domain,NA
387,94,392,Sheila Burnford,The Incredible Journey,1961,English,4.16,"51,453","1,251",https://www.worldcat.org/oclc/244228,https://en.wikipedia.org/wiki/The_Incredible_Journey,https://www.goodreads.com/book/show/231821.The_Incredible_Journey?ref=nav_sb_ss_1_22,NA_not-pub-domain,NA
388,300,285,Isabel Allende,Daughter of Fortune,1998,Spanish,3.93,"131,303","5,208",https://www.worldcat.org/oclc/41076386,https://en.wikipedia.org/wiki/Daughter_of_Fortune,https://www.goodreads.com/book/show/16527.Daughter_of_Fortune?ref=nav_sb_ss_1_19,NA_not-pub-domain,unavailable
389,418,427,Charlotte Brontë,Shirley,1849,English,3.76,"34,582","1,608",https://www.worldcat.org/oclc/4642119,https://en.wikipedia.org/wiki/Shirley_(novel),https://www.goodreads.com/book/show/31168.Shirley?ref=nav_sb_ss_3_7,https://www.gutenberg.org/cache/epub/30486/pg30486.txt,NA
390,273,305,Christopher Paul Curtis,"Bud, Not Buddy",1999,English,3.96,"109,898","6,123",https://www.worldcat.org/oclc/40744296,"https://en.wikipedia.org/wiki/Bud,_Not_Buddy",https://www.goodreads.com/book/show/368468.Bud_Not_Buddy?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
391,365,379,Nicholas Evans,The Horse Whisperer,1995,English,3.85,"58,422","2,299",https://www.worldcat.org/oclc/32466529,https://en.wikipedia.org/wiki/The_Horse_Whisperer_(novel),https://www.goodreads.com/book/show/479415.The_Horse_Whisperer?ref=nav_sb_ss_1_19,NA_not-pub-domain,NA
392,341,299,John Grisham,The Street Lawyer,1998,English,3.88,"115,688","3,084",https://www.worldcat.org/oclc/57003872,https://en.wikipedia.org/wiki/The_Street_Lawyer,https://www.goodreads.com/book/show/5351.The_Street_Lawyer?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
393,295,298,Jean-Paul Sartre,Nausea,1938,French,3.94,"118,382","5,722",https://www.worldcat.org/oclc/8028693,https://en.wikipedia.org/wiki/Nausea_(novel),https://www.goodreads.com/book/show/298275.Nausea?ref=nav_sb_ss_1_6,NA_not-pub-domain,unavailable
394,484,430,Ernest Hemingway,To Have and Have Not,1937,English,3.52,"32,443","2,199",https://www.worldcat.org/oclc/284620,https://en.wikipedia.org/wiki/To_Have_and_Have_Not,https://www.goodreads.com/book/show/4630.To_Have_and_Have_Not?ref=nav_sb_ss_1_20,NA_not-pub-domain,NA
395,450,325,Robert James Waller,The Bridges of Madison County,1992,English,3.69,"96,678","6,126",https://www.worldcat.org/oclc/24246926,https://en.wikipedia.org/wiki/The_Bridges_of_Madison_County,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County?ref=nav_sb_ss_1_29,NA_not-pub-domain,NA
396,46,260,L.M. Montgomery,Anne of the Island,1915,English,4.27,"172,512","7,581",https://www.worldcat.org/oclc/16401107,https://en.wikipedia.org/wiki/Anne_of_the_Island,https://www.goodreads.com/book/show/123280461-anne-of-the-island?ref=nav_sb_ss_1_18,https://www.gutenberg.org/cache/epub/51/pg51.txt,NA
397,231,397,John Steinbeck,The Winter of Our Discontent,1961,English,4,"47,691","2,944",https://www.worldcat.org/oclc/289882,https://en.wikipedia.org/wiki/The_Winter_of_Our_Discontent,https://www.goodreads.com/book/show/4796.The_Winter_of_Our_Discontent?ref=nav_sb_ss_1_28,NA_not-pub-domain,NA
398,47,59,Stephen King,The Shining,1977,English,4.27,"1,478,831","38,366",https://www.worldcat.org/oclc/2633796,https://en.wikipedia.org/wiki/The_Shining_(novel),https://www.goodreads.com/book/show/11588.The_Shining?ref=nav_sb_ss_1_11,NA_not-pub-domain,NA
399,220,300,Anne Brontë,The Tenant of Wildfell Hall,1848,English,4.01,"115,181","7,561",https://www.worldcat.org/oclc/34986823,https://en.wikipedia.org/wiki/The_Tenant_of_Wildfell_Hall,https://www.goodreads.com/book/show/337113.The_Tenant_of_Wildfell_Hall?ref=nav_sb_ss_1_27,https://www.gutenberg.org/cache/epub/969/pg969.txt,NA
400,156,403,David Baldacci,First Family,2009,English,4.09,"44,079","2,316",https://www.worldcat.org/oclc/297206848,https://en.wikipedia.org/wiki/First_Family_(novel),https://www.goodreads.com/book/show/5509321-first-family?from_search=true&from_srp=true&qid=DOLGOmTApy&rank=8,NA_not-pub-domain,NA
401,274,290,John Grisham,The Partner,1997,English,3.96,"127,490","3,260",https://www.worldcat.org/oclc/38277014,https://en.wikipedia.org/wiki/The_Partner_(Grisham_novel),https://www.goodreads.com/book/show/5350.The_Partner?ref=nav_sb_ss_1_11,NA_not-pub-domain,NA
402,275,26,Paula Hawkins,The Girl on the Train,2015,English,3.96,"2,924,281","126,289",https://www.worldcat.org/oclc/886879900,https://en.wikipedia.org/wiki/The_Girl_on_the_Train_(novel),https://www.goodreads.com/book/show/22557272-the-girl-on-the-train?ref=nav_sb_ss_1_21,NA_not-pub-domain,NA
