author,year-month,checkouts,num_titles,author_gender,author_nationality
Barbara Kingsolver,2010-12-01,16,1,female,US
Barbara Kingsolver,2011-01-01,21,1,female,US
Barbara Kingsolver,2011-02-01,20,1,female,US
Barbara Kingsolver,2011-03-01,16,1,female,US
Barbara Kingsolver,2011-04-01,18,1,female,US
Barbara Kingsolver,2011-05-01,19,1,female,US
Barbara Kingsolver,2011-06-01,20,1,female,US
Barbara Kingsolver,2011-07-01,14,1,female,US
Barbara Kingsolver,2011-08-01,16,1,female,US
Barbara Kingsolver,2011-09-01,24,1,female,US
Barbara Kingsolver,2011-10-01,25,1,female,US
Barbara Kingsolver,2011-11-01,29,1,female,US
Barbara Kingsolver,2011-12-01,21,1,female,US
Barbara Kingsolver,2012-01-01,22,1,female,US
Barbara Kingsolver,2012-02-01,19,1,female,US
Barbara Kingsolver,2012-03-01,33,1,female,US
Barbara Kingsolver,2012-04-01,32,1,female,US
Barbara Kingsolver,2012-05-01,21,1,female,US
Barbara Kingsolver,2012-06-01,24,1,female,US
Barbara Kingsolver,2012-07-01,29,1,female,US
Barbara Kingsolver,2012-08-01,24,1,female,US
Barbara Kingsolver,2012-09-01,23,1,female,US
Barbara Kingsolver,2012-10-01,26,1,female,US
Barbara Kingsolver,2012-11-01,28,1,female,US
Barbara Kingsolver,2012-12-01,21,1,female,US
Barbara Kingsolver,2013-01-01,26,1,female,US
Barbara Kingsolver,2013-02-01,19,1,female,US
Barbara Kingsolver,2013-03-01,20,1,female,US
Barbara Kingsolver,2013-04-01,20,1,female,US
Barbara Kingsolver,2013-05-01,24,1,female,US
Barbara Kingsolver,2013-06-01,19,1,female,US
Barbara Kingsolver,2013-07-01,21,1,female,US
Barbara Kingsolver,2013-08-01,26,1,female,US
Barbara Kingsolver,2013-09-01,28,1,female,US
Barbara Kingsolver,2013-10-01,26,1,female,US
Barbara Kingsolver,2013-11-01,20,1,female,US
Barbara Kingsolver,2013-12-01,26,1,female,US
Barbara Kingsolver,2014-01-01,24,1,female,US
Barbara Kingsolver,2014-02-01,24,1,female,US
Barbara Kingsolver,2014-03-01,28,1,female,US
Barbara Kingsolver,2014-04-01,23,1,female,US
Barbara Kingsolver,2014-05-01,28,1,female,US
Barbara Kingsolver,2014-06-01,28,1,female,US
Barbara Kingsolver,2014-07-01,32,1,female,US
Barbara Kingsolver,2014-08-01,24,1,female,US
Barbara Kingsolver,2014-09-01,26,1,female,US
Barbara Kingsolver,2014-10-01,23,1,female,US
Barbara Kingsolver,2014-11-01,25,1,female,US
Barbara Kingsolver,2014-12-01,27,1,female,US
Barbara Kingsolver,2015-01-01,16,1,female,US
Barbara Kingsolver,2015-02-01,21,1,female,US
Barbara Kingsolver,2015-03-01,21,1,female,US
Barbara Kingsolver,2015-04-01,21,1,female,US
Barbara Kingsolver,2015-05-01,21,1,female,US
Barbara Kingsolver,2015-06-01,16,1,female,US
Barbara Kingsolver,2015-07-01,18,1,female,US
Barbara Kingsolver,2015-08-01,14,1,female,US
Barbara Kingsolver,2015-09-01,16,1,female,US
Barbara Kingsolver,2015-10-01,21,1,female,US
Barbara Kingsolver,2015-11-01,12,1,female,US
Barbara Kingsolver,2015-12-01,21,1,female,US
Barbara Kingsolver,2016-01-01,16,1,female,US
Barbara Kingsolver,2016-02-01,15,1,female,US
Barbara Kingsolver,2016-03-01,19,1,female,US
Barbara Kingsolver,2016-04-01,18,1,female,US
Barbara Kingsolver,2016-05-01,22,1,female,US
Barbara Kingsolver,2016-06-01,17,1,female,US
Barbara Kingsolver,2016-07-01,22,1,female,US
Barbara Kingsolver,2016-08-01,14,1,female,US
Barbara Kingsolver,2016-09-01,20,1,female,US
Barbara Kingsolver,2016-10-01,14,1,female,US
Barbara Kingsolver,2016-11-01,20,1,female,US
Barbara Kingsolver,2016-12-01,14,1,female,US
Barbara Kingsolver,2017-01-01,17,1,female,US
Barbara Kingsolver,2017-02-01,13,1,female,US
Barbara Kingsolver,2017-03-01,15,1,female,US
Barbara Kingsolver,2017-04-01,14,1,female,US
Barbara Kingsolver,2017-05-01,18,1,female,US
Barbara Kingsolver,2017-06-01,13,1,female,US
Barbara Kingsolver,2017-07-01,12,1,female,US
Barbara Kingsolver,2017-08-01,16,1,female,US
Barbara Kingsolver,2017-09-01,14,1,female,US
Barbara Kingsolver,2017-10-01,21,1,female,US
Barbara Kingsolver,2017-11-01,13,1,female,US
Barbara Kingsolver,2017-12-01,15,1,female,US
Barbara Kingsolver,2018-01-01,18,1,female,US
Barbara Kingsolver,2018-02-01,14,1,female,US
Barbara Kingsolver,2018-03-01,13,1,female,US
Barbara Kingsolver,2018-04-01,15,1,female,US
Barbara Kingsolver,2018-05-01,14,1,female,US
Barbara Kingsolver,2018-06-01,18,1,female,US
Barbara Kingsolver,2018-07-01,16,1,female,US
Barbara Kingsolver,2018-08-01,18,1,female,US
Barbara Kingsolver,2018-09-01,17,1,female,US
Barbara Kingsolver,2018-10-01,14,1,female,US
Barbara Kingsolver,2018-11-01,15,1,female,US
Barbara Kingsolver,2018-12-01,18,1,female,US
Barbara Kingsolver,2019-01-01,21,1,female,US
Barbara Kingsolver,2019-02-01,16,1,female,US
Barbara Kingsolver,2019-03-01,19,1,female,US
Barbara Kingsolver,2019-04-01,17,1,female,US
Barbara Kingsolver,2019-05-01,22,1,female,US
Barbara Kingsolver,2019-06-01,18,1,female,US
Barbara Kingsolver,2019-07-01,20,1,female,US
Barbara Kingsolver,2019-08-01,18,1,female,US
Barbara Kingsolver,2019-09-01,15,1,female,US
Barbara Kingsolver,2019-10-01,24,1,female,US
Barbara Kingsolver,2019-11-01,27,1,female,US
Barbara Kingsolver,2019-12-01,29,1,female,US
Barbara Kingsolver,2020-01-01,20,1,female,US
Barbara Kingsolver,2020-02-01,21,1,female,US
Barbara Kingsolver,2020-03-01,15,1,female,US
Barbara Kingsolver,2020-04-01,10,1,female,US
Barbara Kingsolver,2020-05-01,12,1,female,US
Barbara Kingsolver,2020-06-01,17,1,female,US
Barbara Kingsolver,2020-07-01,13,1,female,US
Barbara Kingsolver,2020-08-01,16,1,female,US
Barbara Kingsolver,2020-09-01,14,1,female,US
Barbara Kingsolver,2020-10-01,16,1,female,US
Barbara Kingsolver,2020-11-01,15,1,female,US
Barbara Kingsolver,2020-12-01,20,1,female,US
Barbara Kingsolver,2021-01-01,18,1,female,US
Barbara Kingsolver,2021-02-01,17,1,female,US
Barbara Kingsolver,2021-03-01,16,1,female,US
Barbara Kingsolver,2021-04-01,14,1,female,US
Barbara Kingsolver,2021-05-01,16,1,female,US
Barbara Kingsolver,2021-06-01,16,1,female,US
Barbara Kingsolver,2021-07-01,9,1,female,US
Barbara Kingsolver,2021-08-01,13,1,female,US
Barbara Kingsolver,2021-09-01,8,1,female,US
Barbara Kingsolver,2021-10-01,12,1,female,US
Barbara Kingsolver,2021-11-01,15,1,female,US
Barbara Kingsolver,2021-12-01,10,1,female,US
Barbara Kingsolver,2022-01-01,12,1,female,US
Barbara Kingsolver,2022-02-01,10,1,female,US
Barbara Kingsolver,2022-03-01,17,1,female,US
Barbara Kingsolver,2022-04-01,12,1,female,US
Barbara Kingsolver,2022-05-01,11,1,female,US
Barbara Kingsolver,2022-06-01,10,1,female,US
Barbara Kingsolver,2022-07-01,10,1,female,US
Barbara Kingsolver,2022-08-01,12,1,female,US
Barbara Kingsolver,2022-09-01,20,1,female,US
Barbara Kingsolver,2022-10-01,23,1,female,US
Barbara Kingsolver,2022-11-01,22,1,female,US
Barbara Kingsolver,2022-12-01,19,1,female,US
Barbara Kingsolver,2023-01-01,27,1,female,US
Barbara Kingsolver,2023-02-01,26,1,female,US
Barbara Kingsolver,2023-03-01,32,1,female,US
Barbara Kingsolver,2023-04-01,30,1,female,US
Barbara Kingsolver,2023-05-01,31,1,female,US
Barbara Kingsolver,2023-06-01,30,1,female,US
Barbara Kingsolver,2023-07-01,32,1,female,US
Barbara Kingsolver,2023-08-01,31,1,female,US
Barbara Kingsolver,2023-09-01,43,1,female,US
Barbara Kingsolver,2023-10-01,47,1,female,US
Barbara Kingsolver,2023-11-01,46,1,female,US
Barbara Kingsolver,2023-12-01,56,1,female,US
Barbara Kingsolver,2024-01-01,52,1,female,US
Barbara Kingsolver,2024-02-01,48,1,female,US
Barbara Kingsolver,2024-03-01,43,1,female,US
Barbara Kingsolver,2024-04-01,51,1,female,US
Barbara Kingsolver,2024-07-01,31,1,female,US
Barbara Kingsolver,2024-08-01,45,1,female,US
Barbara Kingsolver,2024-09-01,40,1,female,US
Barbara Kingsolver,2024-10-01,26,1,female,US
Barbara Kingsolver,2024-11-01,113,1,female,US
Barbara Kingsolver,2024-12-01,160,1,female,US
Barbara Kingsolver,2025-01-01,182,1,female,US
Barbara Kingsolver,2025-02-01,71,1,female,US
Bernhard Schlink,2009-01-01,22,1,male,DE
Bernhard Schlink,2009-02-01,56,1,male,DE
Bernhard Schlink,2009-03-01,55,1,male,DE
Bernhard Schlink,2009-04-01,51,1,male,DE
Bernhard Schlink,2009-05-01,41,1,male,DE
Bernhard Schlink,2009-06-01,58,1,male,DE
Bernhard Schlink,2009-07-01,32,1,male,DE
Bernhard Schlink,2009-08-01,29,1,male,DE
Bernhard Schlink,2009-09-01,18,1,male,DE
Bernhard Schlink,2009-10-01,21,1,male,DE
Bernhard Schlink,2009-11-01,17,1,male,DE
Bernhard Schlink,2009-12-01,23,1,male,DE
Bernhard Schlink,2010-01-01,21,1,male,DE
Bernhard Schlink,2010-02-01,13,1,male,DE
Bernhard Schlink,2010-03-01,20,1,male,DE
Bernhard Schlink,2010-04-01,9,1,male,DE
Bernhard Schlink,2010-05-01,12,1,male,DE
Bernhard Schlink,2010-06-01,18,1,male,DE
Bernhard Schlink,2010-07-01,15,1,male,DE
Bernhard Schlink,2010-08-01,17,1,male,DE
Bernhard Schlink,2010-09-01,8,1,male,DE
Bernhard Schlink,2010-10-01,7,1,male,DE
Bernhard Schlink,2010-11-01,11,1,male,DE
Bernhard Schlink,2010-12-01,10,1,male,DE
Bernhard Schlink,2011-01-01,15,1,male,DE
Bernhard Schlink,2011-02-01,7,1,male,DE
Bernhard Schlink,2011-03-01,9,1,male,DE
Bernhard Schlink,2011-04-01,5,1,male,DE
Bernhard Schlink,2011-05-01,6,1,male,DE
Bernhard Schlink,2011-06-01,15,1,male,DE
Bernhard Schlink,2011-07-01,12,1,male,DE
Bernhard Schlink,2011-08-01,9,1,male,DE
Bernhard Schlink,2011-09-01,6,1,male,DE
Bernhard Schlink,2011-10-01,7,1,male,DE
Bernhard Schlink,2011-11-01,8,1,male,DE
Bernhard Schlink,2011-12-01,7,1,male,DE
Bernhard Schlink,2012-01-01,7,1,male,DE
Bernhard Schlink,2012-02-01,10,1,male,DE
Bernhard Schlink,2012-03-01,5,1,male,DE
Bernhard Schlink,2012-04-01,13,1,male,DE
Bernhard Schlink,2012-05-01,5,1,male,DE
Bernhard Schlink,2012-06-01,9,1,male,DE
Bernhard Schlink,2012-07-01,6,1,male,DE
Bernhard Schlink,2012-08-01,7,1,male,DE
Bernhard Schlink,2012-09-01,4,1,male,DE
Bernhard Schlink,2012-10-01,4,1,male,DE
Bernhard Schlink,2012-11-01,4,1,male,DE
Bernhard Schlink,2012-12-01,3,1,male,DE
Bernhard Schlink,2013-01-01,3,1,male,DE
Bernhard Schlink,2013-02-01,9,1,male,DE
Bernhard Schlink,2013-03-01,5,1,male,DE
Bernhard Schlink,2013-04-01,3,1,male,DE
Bernhard Schlink,2013-05-01,3,1,male,DE
Bernhard Schlink,2013-06-01,3,1,male,DE
Bernhard Schlink,2013-07-01,7,1,male,DE
Bernhard Schlink,2013-08-01,5,1,male,DE
Bernhard Schlink,2013-09-01,7,1,male,DE
Bernhard Schlink,2013-10-01,7,1,male,DE
Bernhard Schlink,2013-11-01,8,1,male,DE
Bernhard Schlink,2013-12-01,5,1,male,DE
Bernhard Schlink,2014-01-01,5,1,male,DE
Bernhard Schlink,2014-02-01,6,1,male,DE
Bernhard Schlink,2014-03-01,3,1,male,DE
Bernhard Schlink,2014-04-01,6,1,male,DE
Bernhard Schlink,2014-05-01,6,1,male,DE
Bernhard Schlink,2014-06-01,8,1,male,DE
Bernhard Schlink,2014-07-01,7,1,male,DE
Bernhard Schlink,2014-08-01,7,1,male,DE
Bernhard Schlink,2014-09-01,3,1,male,DE
Bernhard Schlink,2014-10-01,6,1,male,DE
Bernhard Schlink,2014-11-01,2,1,male,DE
Bernhard Schlink,2014-12-01,7,1,male,DE
Bernhard Schlink,2015-01-01,8,1,male,DE
Bernhard Schlink,2015-02-01,6,1,male,DE
Bernhard Schlink,2015-03-01,5,1,male,DE
Bernhard Schlink,2015-04-01,6,1,male,DE
Bernhard Schlink,2015-05-01,2,1,male,DE
Bernhard Schlink,2015-06-01,4,1,male,DE
Bernhard Schlink,2015-07-01,6,1,male,DE
Bernhard Schlink,2015-08-01,3,1,male,DE
Bernhard Schlink,2015-09-01,5,1,male,DE
Bernhard Schlink,2015-10-01,2,1,male,DE
Bernhard Schlink,2015-11-01,5,1,male,DE
Bernhard Schlink,2015-12-01,2,1,male,DE
Bernhard Schlink,2016-01-01,3,1,male,DE
Bernhard Schlink,2016-02-01,5,1,male,DE
Bernhard Schlink,2016-03-01,4,1,male,DE
Bernhard Schlink,2016-04-01,5,1,male,DE
Bernhard Schlink,2016-05-01,6,1,male,DE
Bernhard Schlink,2016-06-01,3,1,male,DE
Bernhard Schlink,2016-07-01,5,1,male,DE
Bernhard Schlink,2016-08-01,9,1,male,DE
Bernhard Schlink,2016-09-01,10,1,male,DE
Bernhard Schlink,2016-10-01,4,1,male,DE
Bernhard Schlink,2016-11-01,4,1,male,DE
Bernhard Schlink,2016-12-01,7,1,male,DE
Bernhard Schlink,2017-01-01,10,1,male,DE
Bernhard Schlink,2017-02-01,7,1,male,DE
Bernhard Schlink,2017-03-01,8,1,male,DE
Bernhard Schlink,2017-04-01,5,1,male,DE
Bernhard Schlink,2017-05-01,3,1,male,DE
Bernhard Schlink,2017-06-01,7,1,male,DE
Bernhard Schlink,2017-07-01,8,1,male,DE
Bernhard Schlink,2017-08-01,3,1,male,DE
Bernhard Schlink,2017-09-01,9,1,male,DE
Bernhard Schlink,2017-10-01,4,1,male,DE
Bernhard Schlink,2017-11-01,6,1,male,DE
Bernhard Schlink,2017-12-01,3,1,male,DE
Bernhard Schlink,2018-01-01,2,1,male,DE
Bernhard Schlink,2018-02-01,3,1,male,DE
Bernhard Schlink,2018-03-01,7,1,male,DE
Bernhard Schlink,2018-04-01,9,1,male,DE
Bernhard Schlink,2018-05-01,3,1,male,DE
Bernhard Schlink,2018-06-01,6,1,male,DE
Bernhard Schlink,2018-07-01,5,1,male,DE
Bernhard Schlink,2018-08-01,3,1,male,DE
Bernhard Schlink,2018-09-01,3,1,male,DE
Bernhard Schlink,2018-10-01,5,1,male,DE
Bernhard Schlink,2018-11-01,2,1,male,DE
Bernhard Schlink,2018-12-01,7,1,male,DE
Bernhard Schlink,2019-01-01,4,1,male,DE
Bernhard Schlink,2019-02-01,7,1,male,DE
Bernhard Schlink,2019-03-01,5,1,male,DE
Bernhard Schlink,2019-04-01,3,1,male,DE
Bernhard Schlink,2019-05-01,5,1,male,DE
Bernhard Schlink,2019-06-01,2,1,male,DE
Bernhard Schlink,2019-07-01,4,1,male,DE
Bernhard Schlink,2019-08-01,8,1,male,DE
Bernhard Schlink,2019-09-01,4,1,male,DE
Bernhard Schlink,2019-10-01,2,1,male,DE
Bernhard Schlink,2019-11-01,3,1,male,DE
Bernhard Schlink,2019-12-01,5,1,male,DE
Bernhard Schlink,2020-01-01,7,1,male,DE
Bernhard Schlink,2020-02-01,4,1,male,DE
Bernhard Schlink,2020-03-01,6,1,male,DE
Bernhard Schlink,2020-04-01,5,1,male,DE
Bernhard Schlink,2020-05-01,4,1,male,DE
Bernhard Schlink,2020-06-01,3,1,male,DE
Bernhard Schlink,2020-07-01,1,1,male,DE
Bernhard Schlink,2020-08-01,5,1,male,DE
Bernhard Schlink,2020-09-01,8,1,male,DE
Bernhard Schlink,2020-10-01,1,1,male,DE
Bernhard Schlink,2020-11-01,2,1,male,DE
Bernhard Schlink,2020-12-01,9,1,male,DE
Bernhard Schlink,2021-01-01,7,1,male,DE
Bernhard Schlink,2021-02-01,2,1,male,DE
Bernhard Schlink,2021-03-01,4,1,male,DE
Bernhard Schlink,2021-04-01,3,1,male,DE
Bernhard Schlink,2021-05-01,3,1,male,DE
Bernhard Schlink,2021-06-01,5,1,male,DE
Bernhard Schlink,2021-07-01,1,1,male,DE
Bernhard Schlink,2021-08-01,5,1,male,DE
Bernhard Schlink,2021-09-01,5,1,male,DE
Bernhard Schlink,2021-10-01,4,1,male,DE
Bernhard Schlink,2021-11-01,2,1,male,DE
Bernhard Schlink,2021-12-01,3,1,male,DE
Bernhard Schlink,2022-01-01,6,1,male,DE
Bernhard Schlink,2022-02-01,4,1,male,DE
Bernhard Schlink,2022-03-01,3,1,male,DE
Bernhard Schlink,2022-04-01,2,1,male,DE
Bernhard Schlink,2022-05-01,1,1,male,DE
Bernhard Schlink,2022-06-01,6,1,male,DE
Bernhard Schlink,2022-07-01,3,1,male,DE
Bernhard Schlink,2022-08-01,4,1,male,DE
Bernhard Schlink,2022-09-01,6,1,male,DE
Bernhard Schlink,2022-10-01,3,1,male,DE
Bernhard Schlink,2022-11-01,4,1,male,DE
Bernhard Schlink,2022-12-01,3,1,male,DE
Bernhard Schlink,2023-01-01,4,1,male,DE
Bernhard Schlink,2023-02-01,3,1,male,DE
Bernhard Schlink,2023-03-01,3,1,male,DE
Bernhard Schlink,2023-04-01,1,1,male,DE
Bernhard Schlink,2023-05-01,3,1,male,DE
Bernhard Schlink,2023-06-01,3,1,male,DE
Bernhard Schlink,2023-07-01,4,1,male,DE
Bernhard Schlink,2023-08-01,4,1,male,DE
Bernhard Schlink,2023-09-01,4,1,male,DE
Bernhard Schlink,2023-10-01,1,1,male,DE
Bernhard Schlink,2023-11-01,4,1,male,DE
Bernhard Schlink,2023-12-01,5,1,male,DE
Bernhard Schlink,2024-01-01,5,1,male,DE
Bernhard Schlink,2024-02-01,6,1,male,DE
Bernhard Schlink,2024-03-01,5,1,male,DE
Bernhard Schlink,2024-04-01,10,1,male,DE
Bernhard Schlink,2024-07-01,6,1,male,DE
Bernhard Schlink,2024-08-01,3,1,male,DE
Bernhard Schlink,2024-09-01,5,1,male,DE
Bernhard Schlink,2024-10-01,5,1,male,DE
Bernhard Schlink,2024-11-01,8,1,male,DE
Bernhard Schlink,2024-12-01,5,1,male,DE
Bernhard Schlink,2025-01-01,8,1,male,DE
Bernhard Schlink,2025-02-01,7,1,male,DE
Betsy Cromer Byars,2006-01-01,2,1,female,US
Betsy Cromer Byars,2006-02-01,4,1,female,US
Betsy Cromer Byars,2006-04-01,1,1,female,US
Betsy Cromer Byars,2006-05-01,1,1,female,US
Betsy Cromer Byars,2006-06-01,3,1,female,US
Betsy Cromer Byars,2006-07-01,3,1,female,US
Betsy Cromer Byars,2006-08-01,4,1,female,US
Betsy Cromer Byars,2006-09-01,2,1,female,US
Betsy Cromer Byars,2006-10-01,1,1,female,US
Betsy Cromer Byars,2006-11-01,1,1,female,US
Betsy Cromer Byars,2006-12-01,2,1,female,US
Betsy Cromer Byars,2007-01-01,3,1,female,US
Betsy Cromer Byars,2007-02-01,3,1,female,US
Betsy Cromer Byars,2007-03-01,3,1,female,US
Betsy Cromer Byars,2007-04-01,3,1,female,US
Betsy Cromer Byars,2007-06-01,5,1,female,US
Betsy Cromer Byars,2007-07-01,3,1,female,US
Betsy Cromer Byars,2007-08-01,2,1,female,US
Betsy Cromer Byars,2007-09-01,3,1,female,US
Betsy Cromer Byars,2007-11-01,2,1,female,US
Betsy Cromer Byars,2008-01-01,1,1,female,US
Betsy Cromer Byars,2008-02-01,3,1,female,US
Betsy Cromer Byars,2008-03-01,2,1,female,US
Betsy Cromer Byars,2008-04-01,5,1,female,US
Betsy Cromer Byars,2008-05-01,3,1,female,US
Betsy Cromer Byars,2008-06-01,4,1,female,US
Betsy Cromer Byars,2008-07-01,8,1,female,US
Betsy Cromer Byars,2008-08-01,3,1,female,US
Betsy Cromer Byars,2008-09-01,4,1,female,US
Betsy Cromer Byars,2008-10-01,2,1,female,US
Betsy Cromer Byars,2008-11-01,4,1,female,US
Betsy Cromer Byars,2008-12-01,2,1,female,US
Betsy Cromer Byars,2009-01-01,2,1,female,US
Betsy Cromer Byars,2009-02-01,2,1,female,US
Betsy Cromer Byars,2009-03-01,4,1,female,US
Betsy Cromer Byars,2009-04-01,1,1,female,US
Betsy Cromer Byars,2009-05-01,4,1,female,US
Betsy Cromer Byars,2009-06-01,4,1,female,US
Betsy Cromer Byars,2009-07-01,2,1,female,US
Betsy Cromer Byars,2009-08-01,2,1,female,US
Betsy Cromer Byars,2009-09-01,1,1,female,US
Betsy Cromer Byars,2009-10-01,1,1,female,US
Betsy Cromer Byars,2009-11-01,5,1,female,US
Betsy Cromer Byars,2010-01-01,3,1,female,US
Betsy Cromer Byars,2010-02-01,2,1,female,US
Betsy Cromer Byars,2010-03-01,2,1,female,US
Betsy Cromer Byars,2010-04-01,2,1,female,US
Betsy Cromer Byars,2010-05-01,5,1,female,US
Betsy Cromer Byars,2010-06-01,3,1,female,US
Betsy Cromer Byars,2010-07-01,4,1,female,US
Betsy Cromer Byars,2010-08-01,1,1,female,US
Betsy Cromer Byars,2010-09-01,1,1,female,US
Betsy Cromer Byars,2010-10-01,2,1,female,US
Betsy Cromer Byars,2010-11-01,1,1,female,US
Betsy Cromer Byars,2010-12-01,2,1,female,US
Betsy Cromer Byars,2011-02-01,2,1,female,US
Betsy Cromer Byars,2011-03-01,2,1,female,US
Betsy Cromer Byars,2011-05-01,2,1,female,US
Betsy Cromer Byars,2011-06-01,5,1,female,US
Betsy Cromer Byars,2011-07-01,4,1,female,US
Betsy Cromer Byars,2011-08-01,5,1,female,US
Betsy Cromer Byars,2011-09-01,2,1,female,US
Betsy Cromer Byars,2011-12-01,2,1,female,US
Betsy Cromer Byars,2012-03-01,1,1,female,US
Betsy Cromer Byars,2012-04-01,2,1,female,US
Betsy Cromer Byars,2012-05-01,5,1,female,US
Betsy Cromer Byars,2012-06-01,2,1,female,US
Betsy Cromer Byars,2012-07-01,3,1,female,US
Betsy Cromer Byars,2012-09-01,1,1,female,US
Betsy Cromer Byars,2012-10-01,2,1,female,US
Betsy Cromer Byars,2012-11-01,1,1,female,US
Betsy Cromer Byars,2012-12-01,2,1,female,US
Betsy Cromer Byars,2013-01-01,2,1,female,US
Betsy Cromer Byars,2013-02-01,2,1,female,US
Betsy Cromer Byars,2013-03-01,2,1,female,US
Betsy Cromer Byars,2013-04-01,3,1,female,US
Betsy Cromer Byars,2013-05-01,1,1,female,US
Betsy Cromer Byars,2013-06-01,4,1,female,US
Betsy Cromer Byars,2013-07-01,4,1,female,US
Betsy Cromer Byars,2013-08-01,2,1,female,US
Betsy Cromer Byars,2013-11-01,3,1,female,US
Betsy Cromer Byars,2013-12-01,1,1,female,US
Betsy Cromer Byars,2014-01-01,1,1,female,US
Betsy Cromer Byars,2014-02-01,2,1,female,US
Betsy Cromer Byars,2014-03-01,2,1,female,US
Betsy Cromer Byars,2014-04-01,2,1,female,US
Betsy Cromer Byars,2014-05-01,1,1,female,US
Betsy Cromer Byars,2014-06-01,3,1,female,US
Betsy Cromer Byars,2014-07-01,3,1,female,US
Betsy Cromer Byars,2014-08-01,2,1,female,US
Betsy Cromer Byars,2014-09-01,4,1,female,US
Betsy Cromer Byars,2014-10-01,5,1,female,US
Betsy Cromer Byars,2014-11-01,1,1,female,US
Betsy Cromer Byars,2014-12-01,3,1,female,US
Betsy Cromer Byars,2015-01-01,3,1,female,US
Betsy Cromer Byars,2015-02-01,1,1,female,US
Betsy Cromer Byars,2015-03-01,2,1,female,US
Betsy Cromer Byars,2015-04-01,8,1,female,US
Betsy Cromer Byars,2015-05-01,2,1,female,US
Betsy Cromer Byars,2015-06-01,7,1,female,US
Betsy Cromer Byars,2015-07-01,2,1,female,US
Betsy Cromer Byars,2015-08-01,6,1,female,US
Betsy Cromer Byars,2015-09-01,3,1,female,US
Betsy Cromer Byars,2015-10-01,4,1,female,US
Betsy Cromer Byars,2015-11-01,3,1,female,US
Betsy Cromer Byars,2015-12-01,4,1,female,US
Betsy Cromer Byars,2016-01-01,4,1,female,US
Betsy Cromer Byars,2016-02-01,1,1,female,US
Betsy Cromer Byars,2016-03-01,1,1,female,US
Betsy Cromer Byars,2016-04-01,2,1,female,US
Betsy Cromer Byars,2016-05-01,2,1,female,US
Betsy Cromer Byars,2016-06-01,6,1,female,US
Betsy Cromer Byars,2016-07-01,3,1,female,US
Betsy Cromer Byars,2016-08-01,6,1,female,US
Betsy Cromer Byars,2016-09-01,4,1,female,US
Betsy Cromer Byars,2016-10-01,5,1,female,US
Betsy Cromer Byars,2016-11-01,3,1,female,US
Betsy Cromer Byars,2016-12-01,4,1,female,US
Betsy Cromer Byars,2017-02-01,3,1,female,US
Betsy Cromer Byars,2017-04-01,3,1,female,US
Betsy Cromer Byars,2017-05-01,2,1,female,US
Betsy Cromer Byars,2017-06-01,2,1,female,US
Betsy Cromer Byars,2017-07-01,4,1,female,US
Betsy Cromer Byars,2017-08-01,1,1,female,US
Betsy Cromer Byars,2017-09-01,2,1,female,US
Betsy Cromer Byars,2017-10-01,2,1,female,US
Betsy Cromer Byars,2017-12-01,1,1,female,US
Betsy Cromer Byars,2018-01-01,2,1,female,US
Betsy Cromer Byars,2018-02-01,3,1,female,US
Betsy Cromer Byars,2018-03-01,7,1,female,US
Betsy Cromer Byars,2018-04-01,2,1,female,US
Betsy Cromer Byars,2018-05-01,7,1,female,US
Betsy Cromer Byars,2018-06-01,8,1,female,US
Betsy Cromer Byars,2018-07-01,2,1,female,US
Betsy Cromer Byars,2018-08-01,4,1,female,US
Betsy Cromer Byars,2018-09-01,3,1,female,US
Betsy Cromer Byars,2018-10-01,2,1,female,US
Betsy Cromer Byars,2018-11-01,3,1,female,US
Betsy Cromer Byars,2018-12-01,5,1,female,US
Betsy Cromer Byars,2019-01-01,1,1,female,US
Betsy Cromer Byars,2019-02-01,4,1,female,US
Betsy Cromer Byars,2019-03-01,4,1,female,US
Betsy Cromer Byars,2019-04-01,3,1,female,US
Betsy Cromer Byars,2019-05-01,4,1,female,US
Betsy Cromer Byars,2019-06-01,4,1,female,US
Betsy Cromer Byars,2019-07-01,3,1,female,US
Betsy Cromer Byars,2019-08-01,3,1,female,US
Betsy Cromer Byars,2019-09-01,1,1,female,US
Betsy Cromer Byars,2019-11-01,1,1,female,US
Betsy Cromer Byars,2019-12-01,1,1,female,US
Betsy Cromer Byars,2020-01-01,2,1,female,US
Betsy Cromer Byars,2020-02-01,1,1,female,US
Betsy Cromer Byars,2020-03-01,7,1,female,US
Betsy Cromer Byars,2020-04-01,2,1,female,US
Betsy Cromer Byars,2020-05-01,2,1,female,US
Betsy Cromer Byars,2020-06-01,2,1,female,US
Betsy Cromer Byars,2020-07-01,2,1,female,US
Betsy Cromer Byars,2020-11-01,1,1,female,US
Betsy Cromer Byars,2020-12-01,2,1,female,US
Betsy Cromer Byars,2021-01-01,1,1,female,US
Betsy Cromer Byars,2021-02-01,1,1,female,US
Betsy Cromer Byars,2021-03-01,3,1,female,US
Betsy Cromer Byars,2021-04-01,1,1,female,US
Betsy Cromer Byars,2021-05-01,1,1,female,US
Betsy Cromer Byars,2021-07-01,4,1,female,US
Betsy Cromer Byars,2021-08-01,2,1,female,US
Betsy Cromer Byars,2021-09-01,3,1,female,US
Betsy Cromer Byars,2021-10-01,1,1,female,US
Betsy Cromer Byars,2021-11-01,2,1,female,US
