ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,RVCampers,Backcountry
Acadia NP,ACAD,National Park,Northeast ,ME,1979,1,6011,15252,102,13,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,2,5243,13776,53,8,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,3,11165,15252,176,37,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,4,219351,37657,1037,459,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,5,339416,50616,3193,1148,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,6,543205,70776,23821,9819,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,7,383341,41071,42182,23243,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,8,466928,50028,45347,23665,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,9,320138,34300,22762,15276,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,10,300976,32246,676,422,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,11,183750,19687,215,176,0
Acadia NP,ACAD,National Park,Northeast ,ME,1979,12,7842,15252,144,13,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,1,8966,15252,15,2,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,2,8225,15252,9,5,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,3,7505,15252,50,11,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,4,182879,34578,1496,655,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,5,209301,37010,6300,1775,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,6,359552,50842,26456,8241,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,7,533885,68124,41259,26157,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,8,633067,77848,45912,23043,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,9,282636,45714,27142,12677,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,10,332937,51152,6240,3452,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,11,200461,37803,670,106,0
Acadia NP,ACAD,National Park,Northeast ,ME,1980,12,20252,44602,155,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,1,23330,78915,98,40,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,2,16207,68606,127,74,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,3,21923,92285,512,126,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,4,188071,35173,1660,418,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,5,212500,23258,8754,1603,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,6,366518,15252,27320,8519,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,7,545981,15252,41874,26452,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,8,616233,15252,46370,22447,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,9,463823,15252,33346,12653,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,10,313788,15252,5799,3715,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,11,203741,15252,426,188,0
Acadia NP,ACAD,National Park,Northeast ,ME,1981,12,25857,15252,271,74,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,1,21425,15252,57,9,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,2,22210,15252,414,86,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,3,36866,15252,701,188,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,4,193208,15252,1783,487,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,5,261452,15252,9411,2004,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,6,404915,15252,22498,8811,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,7,737860,15275,46534,21537,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,8,574164,15252,49647,21344,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,9,541721,15252,30737,24097,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,10,446170,15252,9624,5944,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,11,303753,15252,668,209,0
Acadia NP,ACAD,National Park,Northeast ,ME,1982,12,28370,15252,685,125,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,1,23771,15252,79,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,2,24667,15252,78,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,3,25576,15252,249,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,4,207347,15252,1808,533,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,5,287861,15252,5253,1509,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,6,435142,15252,24409,9995,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,7,916474,15252,46891,20291,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,8,715624,15252,45361,20479,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,9,668981,15252,31587,14596,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,10,529524,15252,7844,4912,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,11,262444,15252,800,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1983,12,27228,15252,70,20,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,1,24273,15252,59,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,2,26185,15252,160,20,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,3,37289,15252,85,8,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,4,229638,15252,541,143,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,5,271964,15252,4269,1208,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,6,458908,15262,20201,7315,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,7,790392,15252,42635,12320,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,8,865843,15252,48452,3235,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,9,443622,15252,33702,2633,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,10,361873,15252,7458,4920,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,11,194735,15252,1025,328,0
Acadia NP,ACAD,National Park,Northeast ,ME,1984,12,30041,15252,110,62,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,1,31360,15252,131,33,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,2,23261,15252,238,123,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,3,46315,15252,299,135,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,4,261410,15252,1615,319,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,5,341775,15252,7887,2316,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,6,432926,15252,15326,6179,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,7,725951,15252,43418,14079,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,8,816294,15252,52217,15596,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,9,451026,15252,25030,12307,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,10,373037,15252,5166,3403,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,11,206970,15252,1135,377,0
Acadia NP,ACAD,National Park,Northeast ,ME,1985,12,35245,15252,123,74,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,1,28369,15252,123,33,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,2,33055,15252,148,41,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,3,47390,15252,307,144,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,4,257926,15252,861,414,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,5,411604,15252,8453,1848,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,6,486835,15252,20385,2672,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,7,717864,15252,46785,15973,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,8,809273,15252,51350,13173,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,9,488247,15252,22345,11368,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,10,407396,15252,5194,3403,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,11,204770,15252,364,160,0
Acadia NP,ACAD,National Park,Northeast ,ME,1986,12,36325,15252,123,82,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,1,35579,16200,92,18,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,2,35766,14850,131,49,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,3,56924,15723,82,20,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,4,292358,15723,1327,537,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,5,444265,15723,5084,1311,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,6,523486,15723,20925,7232,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,7,751309,15723,48027,14555,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,8,786970,15723,51790,13899,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,9,562309,15723,25522,12227,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,10,444810,15723,5076,2878,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,11,299699,15723,490,189,0
Acadia NP,ACAD,National Park,Northeast ,ME,1987,12,54679,15723,103,37,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,1,43462,15723,94,16,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,2,30060,15723,57,12,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,3,54253,15723,114,45,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,4,223653,15723,1439,368,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,5,448299,15723,8001,1388,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,6,582015,15723,23331,6354,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,7,799802,15723,49721,12160,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,8,909762,15723,56206,10237,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,9,601530,15723,29432,10753,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,10,455637,15723,6311,3914,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,11,303503,15723,729,373,0
Acadia NP,ACAD,National Park,Northeast ,ME,1988,12,50307,15723,110,41,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,1,41114,15723,188,16,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,2,42012,15723,41,28,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,3,74773,15723,198,143,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,4,324714,15723,873,615,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,5,579272,15723,10138,1697,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,6,704488,15723,20609,6838,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,7,999535,15723,52305,10208,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,8,1045060,15723,55802,10495,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,9,666669,15723,26421,11663,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,10,610334,15723,6809,4210,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,11,302857,15723,447,131,0
Acadia NP,ACAD,National Park,Northeast ,ME,1989,12,50124,15723,78,45,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,1,16084,20343,75,30,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,2,13383,19923,90,3,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,3,30060,20373,225,135,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,4,17898,21723,981,315,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,5,148090,21923,6018,1251,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,6,290533,21723,15723,3963,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,7,554953,21923,37707,6972,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,8,645522,21923,40743,7005,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,9,355864,21723,19629,7233,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,10,207770,20373,4407,2601,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,11,47633,20223,504,135,0
Acadia NP,ACAD,National Park,Northeast ,ME,1990,12,11801,20373,33,81,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,1,24588,20373,66,30,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,2,14667,19923,87,3,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,3,31291,20373,219,129,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,4,75738,21723,1374,417,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,5,157252,21923,8562,1539,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,6,295348,21723,18834,4335,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,7,574529,21923,45489,6948,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,8,640990,21923,39519,7044,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,9,377904,21723,20784,5901,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,10,224497,20373,5445,3567,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,11,45518,20223,321,270,0
Acadia NP,ACAD,National Park,Northeast ,ME,1991,12,13535,20373,60,39,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,1,17510,20373,99,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,2,21110,19923,78,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,3,30312,20373,270,36,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,4,63276,21723,1473,174,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,5,164400,21923,8334,1398,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,6,262173,21723,17184,4494,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,7,539109,21923,37197,7410,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,8,615843,21923,38607,7203,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,9,391798,21723,20220,7677,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,10,211573,20373,4584,2868,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,11,46316,20223,363,177,0
Acadia NP,ACAD,National Park,Northeast ,ME,1992,12,18693,20373,69,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,1,19402,20373,174,18,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,2,15556,19923,66,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,3,29040,20373,126,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,4,57707,21723,855,225,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,5,192823,21923,7881,1413,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,6,300647,21723,16836,4110,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,7,586449,21923,36591,7980,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,8,719671,21923,39888,7701,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,9,417317,21723,20853,7914,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,10,254615,20373,6057,2676,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,11,43755,20223,795,57,0
Acadia NP,ACAD,National Park,Northeast ,ME,1993,12,19052,20373,165,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,1,13364,20373,30,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,2,18112,19923,93,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,3,29086,20373,183,24,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,4,58788,21723,1836,207,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,5,182781,21923,7635,1308,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,6,311803,21723,17391,3963,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,7,617622,21923,35193,6927,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,8,720079,21923,39951,7140,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,9,421106,21723,20073,7083,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,10,268779,20373,6618,2271,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,11,48907,20223,390,96,0
Acadia NP,ACAD,National Park,Northeast ,ME,1994,12,20322,20373,90,6,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,1,14894,20373,84,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,2,20510,19923,117,6,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,3,32120,20373,351,24,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,4,86198,21723,1374,291,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,5,175550,21923,5631,1365,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,6,355270,21723,18378,3885,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,7,626947,21923,37617,6453,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,8,753799,21923,40344,8877,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,9,439553,21723,20553,6378,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,10,271606,20373,4377,2184,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,11,54121,20223,483,141,0
Acadia NP,ACAD,National Park,Northeast ,ME,1995,12,14810,20373,42,12,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,1,17655,20373,45,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,2,15576,19923,108,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,3,32452,20373,303,9,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,4,76597,21723,789,177,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,5,166290,21923,7398,1236,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,6,327723,21723,15603,3813,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,7,571017,21923,29676,10044,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,8,714090,21923,35043,10608,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,9,426562,21723,14070,7014,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,10,280577,20373,5418,2472,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,11,56828,20223,396,144,0
Acadia NP,ACAD,National Park,Northeast ,ME,1996,12,19464,20373,90,9,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,1,16292,20373,66,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,2,17230,19923,84,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,3,27035,20373,237,12,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,4,77005,21723,975,207,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,5,132194,21923,5592,1023,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,6,340064,21723,16488,2880,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,7,622847,21923,36030,6105,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,8,758140,21923,34944,10431,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,9,404808,21723,15669,5766,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,10,287171,20373,5364,1935,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,11,57810,20223,396,144,0
Acadia NP,ACAD,National Park,Northeast ,ME,1997,12,19710,20373,90,9,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,1,16726,20373,72,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,2,17028,19923,57,6,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,3,27500,20373,234,3,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,4,81896,21723,1050,225,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,5,148052,21923,7047,993,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,6,307208,21723,16224,3096,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,7,565477,21923,35943,5442,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,8,701097,21923,44499,6036,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,9,391378,21723,24480,5619,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,10,266138,20373,5352,1950,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,11,55225,20223,420,156,0
Acadia NP,ACAD,National Park,Northeast ,ME,1998,12,16772,20373,129,18,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,1,16430,20373,54,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,2,17162,19923,132,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,3,33688,20373,204,12,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,4,82993,21723,1581,123,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,5,174610,21923,7884,993,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,6,315980,21723,25575,3324,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,7,562996,21923,32355,5319,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,8,639073,21923,36042,6177,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,9,426024,21723,16167,5526,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,10,277644,20373,4524,1929,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,11,39416,20223,375,255,0
Acadia NP,ACAD,National Park,Northeast ,ME,1999,12,16211,20373,153,24,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,1,22500,20373,105,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,2,23848,19923,75,6,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,3,35423,20373,354,3,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,4,78555,21723,1122,240,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,5,166456,21923,6279,993,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,6,319208,21723,15384,3009,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,7,547929,21923,34500,4953,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,8,594904,21923,35235,5877,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,9,378135,21723,15396,5427,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,10,253626,20373,5151,1929,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,11,33693,20223,345,240,0
Acadia NP,ACAD,National Park,Northeast ,ME,2000,12,14961,20373,87,15,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,1,18090,20373,57,6,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,2,23926,19923,87,15,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,3,35473,20373,105,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,4,76007,21723,2088,264,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,5,157353,21923,6888,1431,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,6,325242,21723,15564,2913,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,7,558641,21923,32553,6522,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,8,630240,21923,37452,6384,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,9,377456,21723,17712,5106,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,10,257280,20373,5232,1950,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,11,41353,20223,717,126,0
Acadia NP,ACAD,National Park,Northeast ,ME,2001,12,15490,20373,90,30,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,1,15309,20373,123,3,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,2,25071,19923,78,18,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,3,34498,20373,300,75,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,4,72528,21723,2040,288,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,5,163145,21923,7191,1227,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,6,325441,21723,16923,3135,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,7,571119,21923,34764,4959,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,8,636824,21923,38577,5607,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,9,392531,21723,15666,5259,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,10,271312,20373,6225,1881,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,11,36589,20223,381,60,0
Acadia NP,ACAD,National Park,Northeast ,ME,2002,12,14205,20373,72,33,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,1,22917,0,93,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,2,21993,0,30,6,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,3,34274,0,174,24,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,4,68444,0,2010,540,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,5,135443,6000,5844,924,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,6,309230,6000,16104,2658,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,7,547836,6000,33948,5247,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,8,595191,6000,37677,5580,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,9,376060,6000,14823,4857,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,10,262412,4500,6216,1956,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,11,44294,0,396,75,0
Acadia NP,ACAD,National Park,Northeast ,ME,2003,12,12968,0,54,9,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,1,11861,0,21,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,2,14266,0,18,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,3,20952,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,4,60180,0,5490,909,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,5,134597,6000,57,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,6,305134,6000,13683,2859,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,7,471406,6000,29700,4902,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,8,524675,6000,32556,5364,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,9,357146,6000,14211,3975,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,10,261284,4500,5610,1818,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,11,34125,0,219,42,0
Acadia NP,ACAD,National Park,Northeast ,ME,2004,12,12221,0,12,9,0
Acadia NP,ACAD,National Park,Northeast ,ME,2005,1,10810,600,24,15,0
Acadia NP,ACAD,National Park,Northeast ,ME,2005,2,11831,600,39,18,0
Acadia NP,ACAD,National Park,Northeast ,ME,2005,3,18917,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2005,4,59773,600,888,6,0
Acadia NP,ACAD,National Park,Northeast ,ME,2005,5,110330,7500,4011,834,63
Acadia NP,ACAD,National Park,Northeast ,ME,2005,6,275175,7500,11058,2808,159
Acadia NP,ACAD,National Park,Northeast ,ME,2005,7,468512,7500,24099,5145,301
Acadia NP,ACAD,National Park,Northeast ,ME,2005,8,519350,7500,28812,6039,396
Acadia NP,ACAD,National Park,Northeast ,ME,2005,9,321070,7500,12978,3351,204
Acadia NP,ACAD,National Park,Northeast ,ME,2005,10,207599,6000,3906,1086,34
Acadia NP,ACAD,National Park,Northeast ,ME,2005,11,37101,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2005,12,11016,600,0,0,0
