ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,RVCampers,Backcountry
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2020,12,268640,1058,6320,2862,1809
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,1,229995,900,536,498,0
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,2,285687,1094,19804,11541,2018
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,3,375049,1377,30796,12900,3487
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,4,383735,1384,31860,10572,2776
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,5,285611,1029,26676,7521,840
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,6,181050,684,9044,1758,263
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,7,125568,460,4208,927,79
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,8,123163,470,6720,1011,86
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,9,163241,618,11640,2838,271
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,10,213088,754,12208,2961,1638
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,11,334802,1252,25120,10758,2406
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2021,12,363411,1323,19636,12405,1052
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,1,277128,1068,20684,14019,1173
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,2,302834,1050,20288,13683,1820
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,3,431849,1537,29156,13968,3487
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,4,358701,1280,28560,10473,1664
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,5,228627,852,23608,7245,569
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,6,159177,617,10184,2181,95
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,7,149070,576,6264,1659,36
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,8,135137,516,5732,2046,48
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,9,150533,571,7740,2886,204
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,10,222629,812,21248,8181,728
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,11,316911,1217,21844,9645,1468
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2022,12,325698,1233,16144,11508,1299
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,1,285621,1055,14308,11799,865
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,2,303933,1117,12580,11652,1665
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,3,434257,1587,24396,13542,4846
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,4,390555,1449,28732,11421,3035
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,5,263984,982,19692,8142,1029
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,6,212700,832,12288,3741,336
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,7,144420,553,5420,2037,47
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,8,156172,619,5884,2244,502
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,9,189383,724,12220,5475,298
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,10,233697,861,21420,8736,1114
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,11,313688,1145,22352,10281,2373
Joshua Tree NP,JOTR,National Park,Pacific West ,CA,2023,12,341994,1247,20764,12444,1286
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,1,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,2,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,3,1629,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,4,840,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,5,548,0,17,0,68
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,6,1344,13,300,0,236
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,7,2004,25,1216,0,766
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,8,1703,7,1037,0,434
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,9,1495,2,168,0,199
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,10,736,0,8,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,11,209,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1979,12,151,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,1,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,2,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,3,1320,0,0,0,20
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,4,600,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,5,508,2,10,0,10
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,6,1397,4,268,0,134
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,7,2699,5,345,0,189
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,8,1583,7,890,0,813
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,9,1676,26,71,0,162
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,10,1523,0,5,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,11,300,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1980,12,218,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,1,723,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,2,723,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,3,724,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,4,658,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,5,862,0,10,0,10
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,6,1483,8,457,0,236
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,7,2779,9,1055,0,509
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,8,1943,8,684,0,456
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,9,1661,0,184,0,128
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,10,1139,0,6,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,11,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1981,12,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,1,513,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,2,513,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,3,514,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,4,630,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,5,843,0,15,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,6,2609,8,334,0,198
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,7,2601,67,1221,0,661
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,8,2453,20,946,0,723
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,9,1792,11,223,0,157
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,10,1000,0,12,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,11,455,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1982,12,454,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,1,760,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,2,761,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,3,761,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,4,932,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,5,695,1,36,0,2
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,6,1288,29,106,0,33
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,7,4198,106,296,0,99
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,8,1787,21,331,0,56
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,9,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,10,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,11,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1983,12,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,1,184,10,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,2,184,10,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,3,1579,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,4,1417,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,5,589,9,3,12,2
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,6,1604,117,74,0,82
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,7,4870,63,1436,0,41
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,8,3443,12,940,0,230
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,9,4006,34,135,0,12
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,10,924,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,11,678,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1984,12,596,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,1,689,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,2,618,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,3,3522,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,4,1836,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,5,1015,1,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,6,3547,90,92,0,87
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,7,4926,44,392,0,172
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,8,3122,55,160,0,88
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,9,3616,8,30,0,40
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,10,893,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,11,734,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1985,12,624,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,1,358,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,2,554,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,3,972,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,4,1221,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,5,1754,0,9,0,1
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,6,4839,29,213,0,265
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,7,5169,22,1152,0,814
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,8,3952,41,851,0,956
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,9,18381,16,143,0,528
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,10,2730,5,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,11,591,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1986,12,1142,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,1,358,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,2,619,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,3,2023,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,4,1434,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,5,2710,0,5,0,88
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,6,5717,2,401,0,380
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,7,9737,30,1045,0,574
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,8,7979,52,626,0,680
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,9,5353,14,135,0,316
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,10,608,0,41,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,11,591,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1987,12,1083,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,1,364,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,2,572,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,3,2049,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,4,1434,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,5,2808,2,44,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,6,8324,0,376,0,303
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,7,12412,11,2005,0,1740
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,8,9133,0,625,0,672
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,9,5402,0,85,0,332
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,10,1503,7,22,0,32
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,11,626,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1988,12,1083,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,1,364,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,2,619,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,3,2023,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,4,1809,225,0,0,63
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,5,3354,1710,25,0,25
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,6,7862,300,568,0,389
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,7,8003,50,1430,0,1264
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,8,8209,4680,901,0,732
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,9,5086,2015,240,0,220
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,10,845,24,63,0,170
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,11,924,0,0,0,20
Katmai NP & PRES,KATM,National Park,Alaska,AK,1989,12,1149,3,0,0,18
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,1,500,6,0,0,18
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,2,528,12,0,0,40
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,3,1124,18,0,0,40
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,4,1033,88,0,0,10
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,5,1926,100,320,0,170
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,6,4780,245,393,0,829
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,7,10804,690,1295,0,2355
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,8,11072,764,927,0,1651
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,9,5963,60,180,0,505
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,10,1211,4,18,0,135
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,11,778,2,0,0,40
Katmai NP & PRES,KATM,National Park,Alaska,AK,1990,12,1059,2,0,0,19
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,1,504,2,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,2,502,2,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,3,1196,5,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,4,1104,4,0,0,6
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,5,1480,4,40,0,16
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,6,5292,80,577,0,674
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,7,10413,18,1290,0,2108
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,8,11240,18,1192,0,1311
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,9,6332,6,378,0,887
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,10,1461,8,87,0,278
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,11,779,4,0,0,20
Katmai NP & PRES,KATM,National Park,Alaska,AK,1991,12,1114,0,0,0,15
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,1,549,0,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,2,517,2,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,3,1129,0,0,0,19
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,4,1111,2,0,0,6
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,5,1555,4,90,0,207
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,6,5916,58,470,0,521
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,7,12204,17,1330,0,2211
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,8,13369,18,1210,0,1603
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,9,6590,6,559,0,532
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,10,1389,4,24,0,278
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,11,747,4,0,0,20
Katmai NP & PRES,KATM,National Park,Alaska,AK,1992,12,1120,2,0,0,19
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,1,544,0,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,2,512,0,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,3,1157,0,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,4,1307,10,0,0,6
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,5,2006,33,21,0,488
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,6,6328,34,445,0,755
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,7,16230,40,1384,0,4365
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,8,13993,69,1096,0,1669
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,9,7845,5,683,0,590
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,10,1485,4,24,0,230
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,11,894,4,0,0,25
Katmai NP & PRES,KATM,National Park,Alaska,AK,1993,12,1120,2,0,0,19
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,1,544,0,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,2,495,0,0,0,4
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,3,1239,0,0,0,6
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,4,1364,0,0,0,5
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,5,2027,2,107,0,408
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,6,6962,148,542,0,1173
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,7,15673,438,1384,0,3339
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,8,13759,163,973,0,3975
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,9,8412,143,699,0,1439
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,10,2119,0,0,0,51
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,11,935,2,0,0,18
Katmai NP & PRES,KATM,National Park,Alaska,AK,1994,12,2199,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,1,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,2,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,3,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,4,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,5,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,6,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,7,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,8,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,9,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,10,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,11,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1995,12,0,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,1,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,2,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,3,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,4,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,5,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,6,3077,0,441,0,1571
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,7,7973,0,1378,0,3382
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,8,3851,0,536,0,2600
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,9,1973,0,369,0,812
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,10,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,11,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1997,12,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,1,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,2,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,3,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,4,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,5,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,6,9783,0,400,0,1386
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,7,18887,30,422,0,2162
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,8,9392,30,362,0,1626
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,9,5685,15,85,0,1493
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,10,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,11,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1998,12,241,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,1,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,2,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,3,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,4,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,5,200,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,6,9030,30,800,0,2472
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,7,22823,200,1245,0,4425
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,8,11648,30,900,0,3050
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,9,6153,0,80,0,2855
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,10,250,0,0,0,150
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,11,250,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,1999,12,245,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,1,206,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,2,206,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,3,206,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,4,206,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,5,206,10,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,6,11288,11,820,0,3230
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,7,31488,242,1280,0,8496
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,8,17003,70,903,0,5976
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,9,9816,0,81,0,3370
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,10,257,0,0,0,159
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,11,257,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2000,12,250,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,1,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,2,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,3,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,4,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,5,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,6,11598,13,830,0,3252
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,7,30027,250,1300,0,8524
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,8,15840,75,105,0,6049
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,9,7823,0,80,0,3078
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,10,250,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,11,225,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2001,12,225,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,1,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,2,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,3,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,4,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,5,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,6,9995,13,830,0,3252
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,7,24407,250,1300,0,8524
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,8,14162,75,105,0,6049
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,9,8711,0,80,0,3078
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,10,250,0,0,0,283
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,11,225,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2002,12,225,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2003,1,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2003,2,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2003,3,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2003,4,210,0,0,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2003,5,210,0,0,0,24
Katmai NP & PRES,KATM,National Park,Alaska,AK,2003,6,8548,4,265,0,189
Katmai NP & PRES,KATM,National Park,Alaska,AK,2003,7,23121,9,1276,0,31
Katmai NP & PRES,KATM,National Park,Alaska,AK,2003,8,10949,8,181,0,67
